Particle ID,FWS Total,SWS Total,FL Yellow Total,FL Orange Total,FL Red Total,FL Green Total
46488,8.105E+04,1.18E+04,177.8,1846,3.035E+04,239.7
47090,2.605E+04,4649,2562,934.2,1.194E+04,620.8
47294,4.027E+04,8028,1590,4563,1.035E+04,1459
47925,3.388E+04,5556,80.94,1103,1.208E+04,108.3
48600,8.817E+04,1.293E+04,188.1,1865,2.968E+04,236.7
49682,2.739E+04,3469,1237,775.2,1.09E+04,427.1
50171,2.265E+04,5416,819.5,532.4,7880,356.3
50281,2.273E+04,3385,793.9,519.3,7600,347.3
50362,1.491E+05,4.067E+04,5143,1.294E+04,2.745E+04,4968
50391,2.426E+04,3429,1215,578.6,8568,461.5
50450,2.249E+04,4067,1614,895.5,1.132E+04,539.5
50687,2.829E+04,3775,1482,983.2,1.489E+04,472.3
52075,2.192E+04,3966,1274,754.7,9904,477.4
52371,6.636E+04,3.244E+04,197.8,1617,2.554E+04,178.9
52406,4.075E+04,1.865E+04,195.9,3042,4.272E+04,521.1
52655,3.249E+04,5001,1203,769.5,1.162E+04,486.2
52729,3.24E+04,1.062E+04,2527,1350,1.921E+04,792.4
52982,2.545E+04,5403,2059,1088,1.439E+04,648.5
53060,2.708E+04,5058,2520,1062,1.408E+04,732.1
53098,1.71E+04,4641,670.3,806.1,1781,723.5
53637,2.625E+04,6207,2018,1009,1.428E+04,684.4
53894,8.607E+04,2.071E+04,164.3,1541,2.06E+04,223.4
54005,6.203E+04,2.878E+04,618.2,2.082E+04,3.3E+05,784.6
55071,6.739E+04,1.006E+04,201.5,2263,3.561E+04,231.4
55330,2.232E+04,5205,1849,984.1,1.37E+04,622.1
55447,2.363E+04,4580,1352,859.3,1.275E+04,450.9
55544,2.387E+04,3558,155.2,84.56,298.9,101.1
55892,3.139E+04,4662,1687,990.2,1.397E+04,480.7
56160,2.943E+04,6056,2580,2884,6221,2111
56377,2.781E+04,5016,1834,923,1.241E+04,537.5
56445,2.677E+04,9092,66.77,55.73,268.4,89.18
56535,1.983E+04,3212,1061,745.6,1.079E+04,369.2
56611,2.927E+04,5855,1552,865.2,1.143E+04,505.8
57045,1.165E+05,2.575E+05,1261,1342,270.4,89.09
57075,3.485E+04,4375,2239,1030,1.472E+04,668
57338,7.466E+04,2.757E+04,260.8,1821,2.884E+04,329.5
57639,2.151E+05,8.221E+04,431.1,7623,1.137E+05,517.4
57904,2.853E+04,4083,741.7,769.3,1.25E+04,470.4
57931,2.148E+04,4031,1343,756.2,1.167E+04,469.8
58025,2.387E+04,8061,974.8,557.8,3891,409.9
58327,2.098E+04,2264,976.7,601.1,8186,336.4
58991,2.949E+04,7051,1478,1127,1.577E+04,517.4
59085,2.342E+04,1.152E+04,93.76,888.5,1.203E+04,110.8
59156,2.759E+04,4366,1342,997.1,1.48E+04,472.9
59654,2.694E+04,4972,2021,1108,1.531E+04,668.4
60337,2.842E+04,5392,2162,912.8,1.229E+04,574.6
61044,8.698E+04,4.324E+04,229.3,2810,4.341E+04,339.2
61830,4.902E+04,2.096E+04,4492,5050,1.193E+04,3653
62060,3.416E+04,8326,4173,2220,3.356E+04,1040
62191,5.484E+04,1.847E+04,166.7,1425,2.289E+04,272.7
62544,2.276E+04,5341,1613,848.5,1.24E+04,503.7
62660,2.884E+04,5925,1363,822.8,1.251E+04,612.7
62690,2.978E+04,1.17E+04,53.1,137.4,1691,106.8
62895,2.651E+04,4291,1017,630.8,9524,395.9
63353,6.973E+04,8311,224,1842,2.94E+04,234.2
63985,5.068E+05,6.527E+05,1.638E+04,3.677E+05,7.276E+05,1310
64417,2.549E+04,3901,386.4,4461,7.599E+04,430.2
64833,3.79E+04,2.207E+04,113.3,794,1.399E+04,146.1
65334,1.312E+05,4.391E+04,190.2,2350,3.852E+04,207.3
66639,3.3E+04,1.093E+04,1926,1435,2.089E+04,701.6
66976,4.468E+04,2.021E+04,1.257E+04,5633,8.188E+04,2762
67250,2.873E+04,5127,1525,902.2,1.245E+04,599.5
67551,3.144E+04,6336,2544,1193,1.579E+04,643.7
68143,1.67E+04,2144,321.8,134.8,1329,243.1
68771,1.788E+05,1.386E+05,823.4,1.326E+04,1.976E+05,737.4
69805,4.759E+05,6.359E+04,2.911E+04,1.193E+05,2.503E+05,1.641E+04
70517,4.248E+04,7.786E+04,188.5,173.1,339.5,172.4
71490,3.097E+04,9618,163.1,69.55,328.9,150.2
71525,1.725E+04,9031,3.38E+04,6461,2.504E+04,1.348E+04
71888,2.371E+04,7108,1129,829.7,1.306E+04,373.9
72161,2.774E+04,4069,760.6,598.6,9454,373.9
72176,3.058E+04,1.221E+04,2051,1229,1.824E+04,698.4
72255,2.714E+04,4003,1358,724.2,1.149E+04,431.6
73792,4.902E+04,1.337E+04,3346,1.031E+04,2.244E+04,2918
74478,2.773E+05,3.547E+05,3023,3027,460.5,85.46
74532,2.491E+05,4.935E+04,559.3,6528,9.362E+04,775.2
74864,2.705E+04,7937,1157,811.8,1.229E+04,424.1
74966,2.141E+05,4.107E+04,1.053E+04,2.27E+04,5.172E+04,1.01E+04
75475,2.925E+04,8913,2323,1013,1.283E+04,751.6
75667,8.173E+04,9.542E+04,140.3,223.4,1803,126.7
75701,2.718E+04,3787,828.8,692.9,1.122E+04,330.8
75850,2.361E+04,8473,2371,1066,1.566E+04,756.1
76416,2.526E+04,4515,1651,657.1,8213,456.9
76816,2.117E+04,4870,963,639.1,8809,333.9
77692,2.439E+04,2745,183,208,391.2,265
78160,2.34E+04,3999,1073,598.4,8645,347
78246,2.387E+04,2436,1075,632.1,8585,456.5
79804,2.937E+04,5467,1673,974.1,1.353E+04,534.8
80208,4.593E+04,1.004E+04,207.7,2515,3.366E+04,215
80364,2.836E+04,8042,1363,929,1.354E+04,661.6
80814,2.847E+04,6509,1582,848,1.204E+04,484.3
81386,2.118E+04,3710,1425,780.4,1.091E+04,452.9
81903,2.879E+04,1.45E+04,36.32,58.34,201.6,92.21
81993,1.831E+05,4197,356.4,5613,9.205E+04,402.6
82104,2.285E+04,3367,86.25,120.5,237.6,104.5
82477,1.588E+05,8.54E+04,1.622E+04,6303,3.667E+04,1289
83201,4.397E+04,1.295E+04,7914,3306,4.352E+04,1757
83229,2.674E+04,6645,2646,1281,1.838E+04,713.3
83672,2.749E+04,3397,2035,1005,1.32E+04,634
84562,2.249E+04,6242,137.6,266.5,6042,110
84660,7.65E+04,9122,212.6,2246,3.453E+04,224.5
85310,2.261E+04,2550,2551,1068,1.311E+04,691.9
85881,2.3E+04,4288,155.1,958.9,1.448E+04,253.1
86405,3.497E+04,1.037E+04,9039,3326,4.312E+04,2139
86708,2.671E+04,6922,4826,986.8,9482,1085
87032,6.232E+04,2.469E+04,140.4,1309,2.296E+04,206.2
87172,2.696E+05,6.102E+04,2.085E+04,2.582E+04,6.013E+04,1.705E+04
87218,2.683E+04,3.634E+04,204.3,2340,3.191E+04,245.3
87565,2.858E+04,4732,1316,789.6,1.093E+04,445.8
87679,2.895E+04,3865,1507,1013,1.467E+04,494.4
87770,1.9E+05,8.278E+04,1.833E+04,7663,6.187E+04,1867
87791,1.06E+05,1.886E+04,4274,1.143E+04,2.41E+04,3724
88011,2.91E+04,5876,1234,718.1,1.023E+04,444.6
88100,5.606E+04,2.234E+04,7461,3641,5.306E+04,1705
88180,4.186E+04,1.208E+04,5033,2478,3.522E+04,1271
88594,9.05E+04,1.178E+05,150.8,146.7,356.9,125.2
88903,1.771E+05,3.388E+04,1.334E+04,1.398E+04,3.28E+04,1.075E+04
88989,4.821E+04,9465,167.2,1297,2.423E+04,259.9
89015,5.908E+05,8.222E+05,6.801E+04,1.825E+06,2.427E+06,3386
89358,2.149E+05,4.453E+04,6330,1.773E+04,3.595E+04,5450
89403,1.257E+05,2.517E+04,173.4,120.4,187.5,391.9
89686,3.871E+04,2898,49.38,56.85,80,40.44
90111,2.014E+05,5.168E+04,316.7,5840,8.387E+04,381.4
90503,2.264E+04,3981,2133,1116,1.585E+04,589.8
90788,9.876E+04,5.818E+04,6680,1.3E+04,2.512E+05,804.9
90864,6.379E+05,4.415E+05,2098,1.499E+05,9.517E+05,1799
91078,3.25E+04,5975,5410,2101,2.705E+04,1296
91243,3.424E+04,2.918E+04,6281,3281,4.969E+04,1543
91538,2.712E+04,5021,1600,846.1,1.152E+04,488.4
91762,1.686E+05,1.519E+04,4356,2.449E+04,5.275E+04,3813
91825,2.404E+04,3632,1066,676.1,1.014E+04,371.9
92128,1.908E+04,3413,116.4,896,1.223E+04,175
93091,2.667E+04,8558,1198,1042,1.622E+04,394.7
93402,2.796E+04,4974,1229,823.9,1.12E+04,398.6
93833,5.662E+04,2.068E+04,1.135E+04,4617,6.253E+04,2426
94399,2.438E+04,6319,1761,954,1.284E+04,580.7
94420,1.249E+05,2.342E+04,5238,2.719E+04,5.875E+04,3117
94651,7.955E+04,4.484E+04,1.226E+04,5267,1.658E+04,3663
95274,2.457E+04,1.147E+04,1162,700.7,9949,423.5
95623,4.144E+04,7.08E+04,86.55,88.19,175,91.96
95730,4.979E+04,1.994E+04,164.3,1376,2.228E+04,277.6
96374,2.406E+04,1.093E+04,3022,1722,1.793E+04,331.1
96557,4.473E+04,3.48E+04,304.2,6773,9.728E+04,397.2
97014,2.498E+04,3517,1593,684.5,9337,482
97050,6.97E+04,1.179E+05,199.4,191.8,327.1,210.1
97094,3.451E+05,5.341E+04,389.5,1.275E+04,1.755E+05,555.7
98021,3.751E+04,1.623E+04,182.4,1051,1.667E+04,160.6
98198,6.046E+04,6626,177.9,2360,3.614E+04,228.1
98484,2.505E+04,3628,1548,824.1,1.048E+04,526.1
98600,3.635E+04,2.806E+04,128.4,401.4,2283,168.2
98714,2.424E+04,3809,1602,779.6,1.12E+04,502.9
99025,1.12E+05,5.791E+04,378.8,99.63,164.6,1031
99103,1.744E+04,2627,115.5,878.2,1.316E+04,196.9
