Particle ID,FWS Total,SWS Total,FL Yellow Total,FL Orange Total,FL Red Total,FL Green Total
311083,2560,3032,57.27,736.9,3039,38.27
313117,1.216E+04,2.805E+04,265.1,1844,9622,110.4
313478,1.597E+04,7.646E+04,182,3708,2.152E+04,103.7
313716,3.429E+04,7.178E+04,194.6,996.3,5660,157.7
317116,7362,2.802E+04,178.6,710.7,3621,90.32
318569,8.191E+04,8.596E+04,352.1,4563,2.535E+04,259.4
319036,4.228E+04,1.831E+05,2194,4381,3344,873
319394,4779,4282,63.98,421.7,2533,68.97
323492,4063,3855,42.8,860.6,3619,62.13
326147,2.239E+05,1.859E+05,729.9,1.464E+04,8.345E+04,552
326624,1.55E+04,3.025E+04,104.3,1358,7832,140.4
327217,2182,5150,81.06,689.7,2691,60.75
329381,253.5,302.1,420.7,374.2,258.5,131.4
332849,4091,7177,167.3,976.4,4186,150.8
333212,139.4,279.3,109.9,253.3,205,51.44
333575,3961,1.025E+04,100.3,1428,5936,114.4
333817,1.233E+04,9.428E+04,143.8,501.5,3856,143.5
336928,1.289E+04,1.47E+04,2585,909.9,4099,304.2
338859,1.198E+04,1.534E+04,3174,975.2,4961,331
340668,2716,4945,108.8,715.3,2996,140.9
341616,1.028E+05,4.32E+05,417.4,3393,1.868E+04,267.5
341734,1.364E+04,7.412E+04,146,2133,1.225E+04,72.47
343656,2.116E+04,4.278E+04,394.4,2627,1.381E+04,257.9
344977,828.7,3069,66.47,1018,3712,40.97
350133,3250,3443,81.7,274.9,1653,62.33
352282,3107,5335,65.2,835.2,3784,69.6
355168,1291,3392,63.22,585.3,2562,66.18
356130,4547,4.935E+04,285.5,263.3,185.5,110.6
357339,4402,9944,152.9,350.8,1926,85.94
357924,1.198E+04,2.516E+04,5455,1294,5284,530.2
365107,7300,1.134E+04,97.77,369,2168,57.1
369085,3388,3914,78.02,736.1,3182,46.62
369444,5761,2.841E+04,1.609E+04,3519,1.547E+04,976.6
373905,2.276E+04,5.421E+04,1.446E+04,3496,1.783E+04,1554
